Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2021;SE MARINE DR;MAIN ST;FRASER ST;50;GOOD;"{""coordinates"": [[-123.09192702353128, 49.21122694810211], [-123.0912405630183, 49.211221860429646]], ""type"": ""LineString""}";49.21122440426588, -123.09158379327481
2021;SW MARINE DR;62ND AVE;EB STOP BAR AT CORNISH ST;50;VERY GOOD;"{""coordinates"": [[-123.15092766642488, 49.21206221059337], [-123.15054851951078, 49.21168726089582]], ""type"": ""LineString""}";49.2118747357446, -123.15073809296783
2021;POWELL ST;;;50;FAIR;"{""coordinates"": [[-123.07164030387062, 49.28345921681138], [-123.0723059153546, 49.28334661532236]], ""type"": ""LineString""}";49.28340291606687, -123.07197310961261
2021;TERMINAL AVE;MAIN ST;CLARK DR;50;GOOD;"{""coordinates"": [[-123.09792529870995, 49.27265502602129], [-123.0972584623329, 49.27254595224703]], ""type"": ""LineString""}";49.27260048913416, -123.09759188052145
2021;OAK ST;KING EDWARD AVE;DOUGLAS CRES/ 19TH AVE;50;VERY GOOD;"{""coordinates"": [[-123.1276080997791, 49.25355304143302], [-123.12759187936491, 49.254002676541965]], ""type"": ""LineString""}";49.25377785898749, -123.12759998957199
2021;SW MARINE DR;EB STOP BAR AT CAMBIE ST;ONTARIO ST;32;FAIR;"{""coordinates"": [[-123.11708404586861, 49.21035715775787], [-123.1167082813436, 49.210506319229644]], ""type"": ""LineString""}";49.21043173849375, -123.1168961636061
2021;SW MARINE DR;START OF PAINTED GORE AT ARTHUR LAING BR RAMPS;EB STOP BAR AT OAK ST (INTERSECTION);50;GOOD;"{""coordinates"": [[-123.13450060363573, 49.20332987519429], [-123.13416285092626, 49.2033676335869], [-123.13389902513538, 49.203436832946615]], ""type"": ""LineString""}";49.203372564716275, -123.13419780730133
2021;OAK ST;NB STOP BAR AT PARK DR;49TH AVE;50;POOR;"{""coordinates"": [[-123.12858066443735, 49.22567781499423], [-123.12856305641908, 49.22612742968181]], ""type"": ""LineString""}";49.22590262233802, -123.12857186042822
2021;OAK ST;NB STOP BAR AT PARK DR;49TH AVE;50;FAIR;"{""coordinates"": [[-123.12895886818593, 49.21851155373307], [-123.12885803028787, 49.21895621826383]], ""type"": ""LineString""}";49.21873388599845, -123.1289084492369
2021;SW MARINE DR;EB STOP BAR AT CAMBIE ST;ONTARIO ST;29;POOR;"{""coordinates"": [[-123.10917435156868, 49.212531053497855], [-123.10878302400631, 49.212578007487615]], ""type"": ""LineString""}";49.21255453049274, -123.1089786877875
2021;TERMINAL AVE;MAIN ST;CLARK DR;37;GOOD;"{""coordinates"": [[-123.08841960365552, 49.27107922868516], [-123.08792832364009, 49.27099304913463]], ""type"": ""LineString""}";49.27103613890989, -123.0881739636478
2021;SW MARINE DR;62ND AVE;EB STOP BAR AT CORNISH ST;27;VERY GOOD;"{""coordinates"": [[-123.14484310382187, 49.20878360789048], [-123.14447241628012, 49.20878218221831]], ""type"": ""LineString""}";49.2087828950544, -123.14465776005099
2021;POWELL ST;;;50;FAIR;"{""coordinates"": [[-123.07297233999715, 49.283234561786735], [-123.07363830841511, 49.28312287439739]], ""type"": ""LineString""}";49.28317871809206, -123.07330532420613
2021;OAK ST;DOUGLAS CRES/ 19TH AVE;NB STOP BAR AT 16TH AVE;32;VERY POOR;"{""coordinates"": [[-123.12749715347398, 49.25670038909264], [-123.12748710387123, 49.25698816079005]], ""type"": ""LineString""}";49.25684427494134, -123.1274921286726
2021;SE MARINE DR;FRASER ST;W FACE OF KNIGHT ST OVERPASS BR;50;VERY GOOD;"{""coordinates"": [[-123.08025795270686, 49.21129385845725], [-123.07957151261247, 49.211287617490136]], ""type"": ""LineString""}";49.2112907379737, -123.07991473265966
2021;OAK ST;NB STOP BAR AT 41ST AVE;KING EDWARD AVE;50;FAIR;"{""coordinates"": [[-123.12780723671311, 49.248611195537976], [-123.12777700754927, 49.24906051463271]], ""type"": ""LineString""}";49.248835855085346, -123.12779212213118
2021;SW MARINE DR;START OF PAINTED GORE AT ARTHUR LAING BR RAMPS;EB STOP BAR AT OAK ST (INTERSECTION);43;FAIR;"{""coordinates"": [[-123.13333298562513, 49.20363565063632], [-123.13282555164784, 49.20383326835465]], ""type"": ""LineString""}";49.203734459495486, -123.13307926863648
2021;OAK ST;NB STOP BAR AT 41ST AVE;KING EDWARD AVE;50;POOR;"{""coordinates"": [[-123.12829234374321, 49.23421621566621], [-123.12828593823957, 49.23466595752684]], ""type"": ""LineString""}";49.234441086596526, -123.1282891409914
2021;SW MARINE DR;41ST AVE;EB STOP BAR AT DUNBAR ST;15;VERY GOOD;"{""coordinates"": [[-123.18561863909505, 49.23094736046453], [-123.18543954822387, 49.2308806531793]], ""type"": ""LineString""}";49.230914006821926, -123.18552909365945
2021;SE MARINE DR;EB STOP BAR AT ELLIOT ST;EB STOP BAR AT KERR ST;50;GOOD;"{""coordinates"": [[-123.04466466686846, 49.208040708614085], [-123.04398708938618, 49.20811212948316]], ""type"": ""LineString""}";49.208076419048616, -123.04432587812734
2021;OAK ST;KING EDWARD AVE;DOUGLAS CRES/ 19TH AVE;50;VERY GOOD;"{""coordinates"": [[-123.12768919754555, 49.25130486443065], [-123.12767297856533, 49.25175449972563]], ""type"": ""LineString""}";49.25152968207814, -123.12768108805544
2021;POWELL ST;;;50;VERY POOR;"{""coordinates"": [[-123.06441423870086, 49.28465954726696], [-123.06510174103941, 49.284655998379215]], ""type"": ""LineString""}";49.28465777282309, -123.06475798987015
2021;OAK ST;END OF MEDIAN BARRIER (AT OAK ST BR);70TH AVE;25;VERY POOR;"{""coordinates"": [[-123.13050008631731, 49.20825714909776], [-123.13049250771356, 49.2084819761322]], ""type"": ""LineString""}";49.208369562614976, -123.13049629701544
2021;SE MARINE DR;ARGYLE ST;EB STOP BAR AT VICTORIA DR;50;GOOD;"{""coordinates"": [[-123.06859345598488, 49.210730612491425], [-123.06797624283641, 49.210533710712326]], ""type"": ""LineString""}";49.21063216160188, -123.06828484941065
2021;OAK ST;49TH AVE;NB STOP BAR AT 41ST AVE;50;POOR;"{""coordinates"": [[-123.12840279566927, 49.231522798431364], [-123.12838783930749, 49.23197245376351]], ""type"": ""LineString""}";49.23174762609744, -123.12839531748838
2021;SE MARINE DR;FRASER ST;W FACE OF KNIGHT ST OVERPASS BR;50;FAIR;"{""coordinates"": [[-123.09056214480609, 49.2112260356142], [-123.08987574937055, 49.2112340387171]], ""type"": ""LineString""}";49.21123003716565, -123.09021894708833
2021;OAK ST;NB STOP BAR AT PARK DR;49TH AVE;50;FAIR;"{""coordinates"": [[-123.12874049197288, 49.22118040501844], [-123.12872676664222, 49.2216300787232]], ""type"": ""LineString""}";49.22140524187082, -123.12873362930755
2021;SW MARINE DR;X-WALK WEST OF 41ST AVE;41ST AVE;7;VERY GOOD;"{""coordinates"": [[-123.19644185946228, 49.235028162462434], [-123.19635409263702, 49.23500243951722]], ""type"": ""LineString""}";49.235015300989836, -123.19639797604965
2021;SE MARINE DR;EB STOP BAR AT ELLIOT ST;EB STOP BAR AT KERR ST;24;GOOD;"{""coordinates"": [[-123.0480628944494, 49.20782365818697], [-123.04773485872722, 49.20784398055211]], ""type"": ""LineString""}";49.20783381936954, -123.0478988765883
2021;SE MARINE DR;W FACE OF KNIGHT ST OVERPASS BR;ARGYLE ST;50;FAIR;"{""coordinates"": [[-123.073396163882, 49.21125904999709], [-123.07270966216988, 49.21125761225281]], ""type"": ""LineString""}";49.21125833112495, -123.07305291302595
2021;OAK ST;49TH AVE;NB STOP BAR AT 41ST AVE;50;POOR;"{""coordinates"": [[-123.12851532460549, 49.22792425264888], [-123.12850510621305, 49.22837396597395]], ""type"": ""LineString""}";49.22814910931142, -123.12851021540928
2021;SE MARINE DR;EB STOP BAR AT KERR ST;MARINE WAY;28;VERY POOR;"{""coordinates"": [[-123.0390928461469, 49.208083173391586], [-123.03876519003232, 49.20795145243381]], ""type"": ""LineString""}";49.2080173129127, -123.03892901808962
2021;TERMINAL AVE;MAIN ST;CLARK DR;50;VERY GOOD;"{""coordinates"": [[-123.08261782848324, 49.27005526591931], [-123.08195531332684, 49.269935783213064]], ""type"": ""LineString""}";49.26999552456619, -123.08228657090503
2021;OAK ST;DOUGLAS CRES/ 19TH AVE;NB STOP BAR AT 16TH AVE;21;VERY GOOD;"{""coordinates"": [[-123.12751944977003, 49.256061897384825], [-123.12751285472471, 49.25625074758524]], ""type"": ""LineString""}";49.25615632248503, -123.12751615224738
2021;OAK ST;NB STOP BAR AT 41ST AVE;KING EDWARD AVE;50;VERY GOOD;"{""coordinates"": [[-123.12792631704312, 49.24546009751475], [-123.12791038919939, 49.2459097374765]], ""type"": ""LineString""}";49.24568491749562, -123.12791835312126
2021;SE MARINE DR;FRASER ST;W FACE OF KNIGHT ST OVERPASS BR;30;GOOD;"{""coordinates"": [[-123.07888507543497, 49.21128137424072], [-123.07847321293511, 49.21127762669298]], ""type"": ""LineString""}";49.21127950046685, -123.07867914418503
2021;SW MARINE DR;EB STOP BAR AT BLENHEIM ST;MACDONALD ST;50;VERY GOOD;"{""coordinates"": [[-123.17117312349147, 49.2274940308599], [-123.17061388699777, 49.227233051849126]], ""type"": ""LineString""}";49.227363541354514, -123.17089350524463
2021;OAK ST;NB STOP BAR AT PARK DR;49TH AVE;50;FAIR;"{""coordinates"": [[-123.12876794191537, 49.22028105929817], [-123.1287542170647, 49.220730732176605]], ""type"": ""LineString""}";49.22050589573739, -123.12876107949003
2021;TERMINAL AVE;MAIN ST;CLARK DR;25;VERY GOOD;"{""coordinates"": [[-123.08593666518625, 49.270643650475336], [-123.08560472484108, 49.2705854137244]], ""type"": ""LineString""}";49.27061453209987, -123.08577069501366
2021;TERMINAL AVE;MAIN ST;CLARK DR;50;FAIR;"{""coordinates"": [[-123.09926011497838, 49.2728720735193], [-123.09859285017248, 49.27276411962255]], ""type"": ""LineString""}";49.27281809657093, -123.09892648257542
2021;41ST AVE;BLENHEIM ST;MACDONALD ST;50;VERY GOOD;"{""coordinates"": [[-123.17860311180056, 49.23458320599598], [-123.17791628809881, 49.234581912655614]], ""type"": ""LineString""}";49.2345825593258, -123.17825969994966
2021;1ST AVE;RENFREW ST;EB STOP BAR AT RUPERT ST;38;VERY GOOD;"{""coordinates"": [[-123.04416629721845, 49.26931695601392], [-123.04364394535834, 49.269318297789084]], ""type"": ""LineString""}";49.2693176269015, -123.04390512128838
2021;1ST AVE;COMMERCIAL DR;NANAIMO ST;50;VERY GOOD;"{""coordinates"": [[-123.06564272009366, 49.269407353986914], [-123.06495551369595, 49.26939949286311]], ""type"": ""LineString""}";49.269403423425004, -123.06529911689482
2021;41ST AVE;RUPERT ST;EB STOP BAR AT JOYCE ST/41ST AVE/ SCHOOL AVE;24;GOOD;"{""coordinates"": [[-123.04343258808541, 49.23279730584241], [-123.04310292231341, 49.23279717564987]], ""type"": ""LineString""}";49.23279724074614, -123.04326775519941
2021;70TH AVE;OAK ST;HEATHER ST;50;POOR;"{""coordinates"": [[-123.12908444274643, 49.20827603237734], [-123.1283979831261, 49.20827452887711]], ""type"": ""LineString""}";49.20827528062722, -123.12874121293626
2021;1ST AVE;CLARK DR;COMMERCIAL DR;50;VERY GOOD;"{""coordinates"": [[-123.07388754432019, 49.269479916188224], [-123.07320026516427, 49.26947555740239]], ""type"": ""LineString""}";49.26947773679531, -123.07354390474222
2021;41ST AVE;SOPHIA ST;EB STOP BAR AT FRASER ST;50;FAIR;"{""coordinates"": [[-123.09556311433388, 49.23280879843644], [-123.09487655152654, 49.23279688522632]], ""type"": ""LineString""}";49.23280284183138, -123.0952198329302
2021;41ST AVE;DUMFRIES ST;EB STOP BAR AT COMMERCIAL ST;42;POOR;"{""coordinates"": [[-123.06946489888456, 49.23246540861045], [-123.06888800688664, 49.2324623349681]], ""type"": ""LineString""}";49.23246387178928, -123.06917645288559
2021;1ST AVE;CLARK DR;COMMERCIAL DR;50;VERY GOOD;"{""coordinates"": [[-123.07732105922602, 49.26950163093509], [-123.07663666485654, 49.269497310448436]], ""type"": ""LineString""}";49.26949947069176, -123.07697886204127
2021;1ST AVE;NANAIMO ST;RENFREW ST;50;VERY GOOD;"{""coordinates"": [[-123.05051675191199, 49.26932975564104], [-123.04982944884841, 49.269331621053276]], ""type"": ""LineString""}";49.269330688347154, -123.05017310038019
2021;41ST AVE;BLENHEIM ST;MACDONALD ST;50;VERY GOOD;"{""coordinates"": [[-123.17448216859431, 49.234575384703966], [-123.17379534504482, 49.234574066862855]], ""type"": ""LineString""}";49.23457472578341, -123.17413875681956
2021;41ST AVE;QUEBEC ST;EB STOP BAR AT MAIN ST;1;GOOD;"{""coordinates"": [[-123.10381812784988, 49.2329710382339], [-123.10380440198315, 49.23297068716012]], ""type"": ""LineString""}";49.23297086269701, -123.10381126491652
2021;41ST AVE;GRANVILLE ST;OSLER ST;50;VERY GOOD;"{""coordinates"": [[-123.13261350715105, 49.23394136598249], [-123.13192749629494, 49.233919561668905]], ""type"": ""LineString""}";49.2339304638257, -123.13227050172299
2021;CAMBIE ST BRIDGE ON-RAMP;MRN JURISDICTION N OF 2ND AVE;END OF PAINTED GORE ON NB CAMBIE ST BR;43;NO DATA;"{""coordinates"": [[-123.1145089481898, 49.26915387613462], [-123.11460527365875, 49.26953513022579]], ""type"": ""LineString""}";49.26934450318021, -123.11455711092427
2021;70TH AVE;GRANVILLE ST;OAK ST;50;POOR;"{""coordinates"": [[-123.13251813225581, 49.20834620947164], [-123.13183189209876, 49.208334710767254]], ""type"": ""LineString""}";49.208340460119445, -123.13217501217729
2021;41ST AVE;RUPERT ST;EB STOP BAR AT JOYCE ST/41ST AVE/ SCHOOL AVE;50;VERY GOOD;"{""coordinates"": [[-123.04480619410772, 49.23279783908498], [-123.04411939040742, 49.23279757450555]], ""type"": ""LineString""}";49.23279770679527, -123.04446279225756
2021;41ST AVE;EB STOP BAR AT OAK ST;CAMBIE ST;50;NO DATA;"{""coordinates"": [[-123.11752577139042, 49.23341895961758], [-123.11683978489033, 49.23339691546406]], ""type"": ""LineString""}";49.23340793754082, -123.11718277814037
2021;1ST AVE;RENFREW ST;EB STOP BAR AT RUPERT ST;50;VERY GOOD;"{""coordinates"": [[-123.04364394535834, 49.269318297789084], [-123.04295664073993, 49.269320059353355]], ""type"": ""LineString""}";49.26931917857122, -123.04330029304913
2021;41ST AVE;EB STOP BAR AT DUNBAR ST;BLENHEIM ST;50;VERY GOOD;"{""coordinates"": [[-123.1847848769458, 49.2345984649366], [-123.18409805622159, 49.234596603863224]], ""type"": ""LineString""}";49.23459753439991, -123.18444146658369
2021;1ST AVE;COMMERCIAL DR;NANAIMO ST;50;VERY GOOD;"{""coordinates"": [[-123.06839154783208, 49.269438762106745], [-123.06770434057682, 49.269430916432604]], ""type"": ""LineString""}";49.26943483926968, -123.06804794420445
2021;10TH AVE;BLANCA ST;EB STOP BAR AT DISCOVERY ST;50;VERY GOOD;"{""coordinates"": [[-123.21050938821763, 49.26369428013559], [-123.20982238537873, 49.26368271250316]], ""type"": ""LineString""}";49.263688496319375, -123.2101658867982
2021;1ST AVE;COMMERCIAL DR;NANAIMO ST;50;VERY GOOD;"{""coordinates"": [[-123.0615158140683, 49.269362945184234], [-123.06082851036302, 49.26936098740056]], ""type"": ""LineString""}";49.269361966292394, -123.06117216221564
2021;41ST AVE;RR;GRANVILLE ST;50;VERY GOOD;"{""coordinates"": [[-123.14839358628132, 49.23429698868485], [-123.14770698459742, 49.23428558469454]], ""type"": ""LineString""}";49.2342912866897, -123.14805028543937
2021;1ST AVE;EB STOP BAR AT RUPERT ST;BOUNDARY RD;23;VERY GOOD;"{""coordinates"": [[-123.02815320869479, 49.26929810127843], [-123.0278370461497, 49.269298177881154]], ""type"": ""LineString""}";49.26929813957979, -123.02799512742224
2021;41ST AVE;EB STOP BAR AT VICTORIA DR;GLADSTONE ST;50;VERY POOR;"{""coordinates"": [[-123.06401823316007, 49.23274054483849], [-123.06333151222222, 49.23273358772599]], ""type"": ""LineString""}";49.23273706628224, -123.06367487269114
2021;10TH AVE;EB STOP BAR AT DISCOVERY ST;ALMA ST;50;FAIR;"{""coordinates"": [[-123.19127141309788, 49.26339645180678], [-123.19058435886554, 49.2633863980059]], ""type"": ""LineString""}";49.26339142490634, -123.19092788598171
2021;10TH AVE;BLANCA ST;EB STOP BAR AT DISCOVERY ST;50;FAIR;"{""coordinates"": [[-123.21188339344543, 49.26371740314679], [-123.21119638999026, 49.263705843685145]], ""type"": ""LineString""}";49.26371162341598, -123.21153989171785
2021;41ST AVE;EB STOP BAR AT MAIN ST;SOPHIA ST;33;GOOD;"{""coordinates"": [[-123.10150891287887, 49.232911978463065], [-123.10105578916942, 49.23290395887474]], ""type"": ""LineString""}";49.232907968668904, -123.10128235102414
2021;70TH AVE;GRANVILLE ST;OAK ST;50;GOOD;"{""coordinates"": [[-123.13869349244179, 49.2084305001574], [-123.1380071672198, 49.208421444483875]], ""type"": ""LineString""}";49.20842597232064, -123.13835032983077
2021;JOYCE ST;EB STOP BAR AT JOYCE ST/41ST AVE/ SCHOOL AVE;KINGSWAY AVE;23;FAIR;"{""coordinates"": [[-123.03584781104587, 49.23384334504986], [-123.03567268520253, 49.23401554316664]], ""type"": ""LineString""}";49.233929444108256, -123.0357602481242
2021;41ST AVE;CAMBIE ST;ELIZABETH ST;50;FAIR;"{""coordinates"": [[-123.11547376422173, 49.233344559439864], [-123.11478854153671, 49.23331400182765]], ""type"": ""LineString""}";49.233329280633754, -123.11513115287923
2021;1ST AVE;EB STOP BAR AT RUPERT ST;BOUNDARY RD;50;VERY GOOD;"{""coordinates"": [[-123.02921166452639, 49.26929783853008], [-123.02852435602858, 49.26929801024965]], ""type"": ""LineString""}";49.26929792438986, -123.02886801027748
2021;41ST AVE;NANAIMO ST;KILLARNEY ST;50;VERY GOOD;"{""coordinates"": [[-123.04890235964284, 49.2326179215082], [-123.04821571537256, 49.2326236855463]], ""type"": ""LineString""}";49.232620803527254, -123.04855903750772
2021;41ST AVE;SW MARINE DR;EB STOP BAR AT DUNBAR ST;50;VERY GOOD;"{""coordinates"": [[-123.18821959432364, 49.234612180494366], [-123.18753278169625, 49.23460928198624]], ""type"": ""LineString""}";49.2346107312403, -123.18787618800995
2021;41ST AVE;EB STOP BAR AT OAK ST;CAMBIE ST;50;POOR;"{""coordinates"": [[-123.1250718427501, 49.23367700696986], [-123.12438603446078, 49.23365266686829]], ""type"": ""LineString""}";49.233664836919075, -123.12472893860546
2021;1ST AVE;EB STOP BAR AT RUPERT ST;BOUNDARY RD;37;VERY GOOD;"{""coordinates"": [[-123.0304063177205, 49.26929538587011], [-123.02989771486492, 49.269297041479675]], ""type"": ""LineString""}";49.26929621367489, -123.0301520162927
2021;41ST AVE;BLENHEIM ST;MACDONALD ST;50;FAIR;"{""coordinates"": [[-123.1696739841371, 49.23456933456096], [-123.16898715751547, 49.23456865738485]], ""type"": ""LineString""}";49.23456899597291, -123.16933057082629
2021;41ST AVE;EB STOP BAR AT FRASER ST;ROSS ST;50;FAIR;"{""coordinates"": [[-123.08800919111097, 49.232694404224404], [-123.08732256346408, 49.232684286598484]], ""type"": ""LineString""}";49.232689345411444, -123.08766587728752
2021;41ST AVE;ELIZABETH ST;ONTARIO ST;50;GOOD;"{""coordinates"": [[-123.10929768379823, 49.23312259393494], [-123.10861183591878, 49.23309882227785]], ""type"": ""LineString""}";49.233110708106395, -123.10895475985852
2021;70TH AVE;EB STOP BAR AT SW MARINE DR;SW MARINE DR;29;NO DATA;"{""coordinates"": [[-123.1219343822475, 49.208202235901304], [-123.12153625107102, 49.20819977790722]], ""type"": ""LineString""}";49.20820100690426, -123.12173531665925
2021;41ST AVE;SW MARINE DR;EB STOP BAR AT DUNBAR ST;50;VERY GOOD;"{""coordinates"": [[-123.19096584266877, 49.23461801166919], [-123.19027901716653, 49.23461683501004]], ""type"": ""LineString""}";49.234617423339614, -123.19062242991765
2021;41ST AVE;EB STOP BAR AT OAK ST;CAMBIE ST;19;FAIR;"{""coordinates"": [[-123.12832224566046, 49.233806442369456], [-123.12806322416473, 49.233787622082524]], ""type"": ""LineString""}";49.23379703222599, -123.12819273491259
2021;70TH AVE;GRANVILLE ST;OAK ST;50;POOR;"{""coordinates"": [[-123.13732084086467, 49.20841238383412], [-123.13663451612739, 49.20840332000403]], ""type"": ""LineString""}";49.20840785191908, -123.13697767849604
2021;41ST AVE;RR;GRANVILLE ST;50;NO DATA;"{""coordinates"": [[-123.15457205822464, 49.234392534772105], [-123.15388538445697, 49.23438314025785]], ""type"": ""LineString""}";49.234387837514966, -123.15422872134081
2021;41ST AVE;KNIGHT ST;DUMFRIES ST;50;GOOD;"{""coordinates"": [[-123.07564768854618, 49.23253509213338], [-123.07496098959442, 49.23252735408664]], ""type"": ""LineString""}";49.232531223110016, -123.07530433907031
2021;70TH AVE;GRANVILLE ST;OAK ST;4;FAIR;"{""coordinates"": [[-123.131145650879, 49.208323207987085], [-123.13109075187056, 49.20832228801997]], ""type"": ""LineString""}";49.208322748003525, -123.13111820137479
2021;1ST AVE;NANAIMO ST;RENFREW ST;40;FAIR;"{""coordinates"": [[-123.05656992775202, 49.26934877293896], [-123.05602013661219, 49.269343649985274]], ""type"": ""LineString""}";49.26934621146212, -123.0562950321821
2021;41ST AVE;SOPHIA ST;EB STOP BAR AT FRASER ST;50;POOR;"{""coordinates"": [[-123.09693623954767, 49.2328326126161], [-123.09624967609192, 49.23282070756713]], ""type"": ""LineString""}";49.23282666009161, -123.0965929578198
2021;41ST AVE;ELIZABETH ST;ONTARIO ST;50;GOOD;"{""coordinates"": [[-123.11204107908188, 49.23321763984178], [-123.11135522997111, 49.23319388447304]], ""type"": ""LineString""}";49.23320576215741, -123.11169815452651
2021;1ST AVE;NANAIMO ST;RENFREW ST;50;VERY GOOD;"{""coordinates"": [[-123.0463975888993, 49.26933539245366], [-123.0457103335822, 49.269329669284964]], ""type"": ""LineString""}";49.26933253086931, -123.04605396124074
2021;41ST AVE;WEST BLVD;RR;21;POOR;"{""coordinates"": [[-123.15554713738253, 49.234405867552354], [-123.15525873361685, 49.234401925202604]], ""type"": ""LineString""}";49.23440389637748, -123.15540293549968
2021;1ST AVE;EB STOP BAR AT RUPERT ST;BOUNDARY RD;50;VERY POOR;"{""coordinates"": [[-123.02715187792508, 49.26929834631807], [-123.02646459365253, 49.26929500305067]], ""type"": ""LineString""}";49.26929667468437, -123.02680823578882
2021;41ST AVE;NANAIMO ST;KILLARNEY ST;26;VERY GOOD;"{""coordinates"": [[-123.05888162051409, 49.23268840433448], [-123.05852452722256, 49.23268472772963]], ""type"": ""LineString""}";49.23268656603205, -123.05870307386832
2021;41ST AVE;MACDONALD ST;WEST BLVD;50;FAIR;"{""coordinates"": [[-123.16555923564775, 49.23455271054038], [-123.16487259514122, 49.23454223708976]], ""type"": ""LineString""}";49.23454747381507, -123.16521591539447
2021;41ST AVE;EB STOP BAR AT OAK ST;CAMBIE ST;21;NO DATA;"{""coordinates"": [[-123.12164280522595, 49.233555267544034], [-123.12135476739384, 49.23354503704162]], ""type"": ""LineString""}";49.23355015229283, -123.12149878630989
2021;41ST AVE;KNIGHT ST;DUMFRIES ST;49;VERY POOR;"{""coordinates"": [[-123.07700736598838, 49.23255042840012], [-123.07633440281737, 49.23254282608805]], ""type"": ""LineString""}";49.23254662724408, -123.07667088440287
2021;70TH AVE;EB STOP BAR AT SW MARINE DR;SW MARINE DR;18;NO DATA;"{""coordinates"": [[-123.12153625107102, 49.20819977790722], [-123.1212891358037, 49.20819825209213]], ""type"": ""LineString""}";49.20819901499968, -123.12141269343736
2021;41ST AVE;SOPHIA ST;EB STOP BAR AT FRASER ST;28;POOR;"{""coordinates"": [[-123.09869384143754, 49.23286307105673], [-123.09830936468367, 49.232856410474625]], ""type"": ""LineString""}";49.232859740765676, -123.09850160306061
2021;41ST AVE;MACDONALD ST;WEST BLVD;50;GOOD;"{""coordinates"": [[-123.1573187599151, 49.234430069305766], [-123.15663208377401, 49.2344206920206]], ""type"": ""LineString""}";49.23442538066318, -123.15697542184455
2021;1ST AVE;EB STOP BAR AT RUPERT ST;BOUNDARY RD;50;VERY GOOD;"{""coordinates"": [[-123.02989859187119, 49.26929703945372], [-123.02921128375671, 49.269297838626336]], ""type"": ""LineString""}";49.26929743904003, -123.02955493781394
2021;41ST AVE;QUEBEC ST;EB STOP BAR AT MAIN ST;33;FAIR;"{""coordinates"": [[-123.1028847817256, 49.23294716778604], [-123.10243183690324, 49.232935580520945]], ""type"": ""LineString""}";49.2329413741535, -123.10265830931442
2021;10TH AVE;BLANCA ST;EB STOP BAR AT DISCOVERY ST;50;POOR;"{""coordinates"": [[-123.21530132848203, 49.2637490399223], [-123.21461542406294, 49.263763635232074]], ""type"": ""LineString""}";49.26375633757719, -123.21495837627248
2021;41ST AVE;SW MARINE DR;EB STOP BAR AT DUNBAR ST;50;VERY GOOD;"{""coordinates"": [[-123.1930263165456, 49.23462151535134], [-123.1923394923585, 49.23462035183985]], ""type"": ""LineString""}";49.234620933595586, -123.19268290445206
2021;41ST AVE;RR;GRANVILLE ST;50;VERY GOOD;"{""coordinates"": [[-123.14908018964582, 49.2343083885923], [-123.14839358628132, 49.23429698868485]], ""type"": ""LineString""}";49.23430268863857, -123.14873688796357
2021;1ST AVE;CLARK DR;COMMERCIAL DR;50;VERY GOOD;"{""coordinates"": [[-123.07457482496723, 49.26948427088504], [-123.07388754432019, 49.269479916188224]], ""type"": ""LineString""}";49.26948209353663, -123.07423118464371
2021;41ST AVE;NANAIMO ST;KILLARNEY ST;50;POOR;"{""coordinates"": [[-123.05371768937982, 49.23263356904929], [-123.05303097923844, 49.2326262448617]], ""type"": ""LineString""}";49.232629906955495, -123.05337433430913
2021;41ST AVE;MACDONALD ST;WEST BLVD;33;GOOD;"{""coordinates"": [[-123.16737998460185, 49.23456705726515], [-123.1669266804493, 49.234566601351695]], ""type"": ""LineString""}";49.23456682930842, -123.16715333252557
2021;41ST AVE;GRANVILLE ST;OSLER ST;50;GOOD;"{""coordinates"": [[-123.1394727150789, 49.23415748425136], [-123.13878660683908, 49.234137397501485]], ""type"": ""LineString""}";49.23414744087643, -123.13912966095897
2021;41ST AVE;EB STOP BAR AT FRASER ST;ROSS ST;50;FAIR;"{""coordinates"": [[-123.08388826269125, 49.2326406543947], [-123.0832015883682, 49.23263205499497]], ""type"": ""LineString""}";49.23263635469483, -123.08354492552972
2021;70TH AVE;HEATHER ST;EB STOP BAR AT SW MARINE DR;21;FAIR;"{""coordinates"": [[-123.122222683209, 49.20820401450709], [-123.1219343822475, 49.208202235901304]], ""type"": ""LineString""}";49.20820312520419, -123.12207853272825
2021;41ST AVE;BLENHEIM ST;MACDONALD ST;50;VERY GOOD;"{""coordinates"": [[-123.17722946442203, 49.23458061523179], [-123.17654263939677, 49.23457931372659]], ""type"": ""LineString""}";49.234579964479195, -123.17688605190939
2021;41ST AVE;EB STOP BAR AT OAK ST;CAMBIE ST;21;NO DATA;"{""coordinates"": [[-123.11781388367382, 49.23342821640974], [-123.1175257700168, 49.23341895961899]], ""type"": ""LineString""}";49.23342358801436, -123.11766982684532
2021;70TH AVE;OAK ST;HEATHER ST;33;VERY POOR;"{""coordinates"": [[-123.13023885364142, 49.208297811224476], [-123.12978843712571, 49.20827793757379]], ""type"": ""LineString""}";49.20828787439913, -123.13001364538357
2021;41ST AVE;BLENHEIM ST;MACDONALD ST;50;FAIR;"{""coordinates"": [[-123.16898715751547, 49.23456865738485], [-123.16830033227598, 49.23456797612326]], ""type"": ""LineString""}";49.23456831675405, -123.16864374489572
