HBLOCK,latitude,longitude,pavement_Year,pavement_Road Name,pavement_From Street,pavement_To Street,pavement_length_(m),pavement_FAIR,pavement_GOOD,pavement_NO DATA,pavement_POOR,pavement_VERY GOOD,pavement_VERY POOR,streetlight_count,avg_distance_to_streetlight_meters,curb_ramp_count,avg_distance_to_curb_ramp_meters,under_construction,construction_distance,construction_location,construction_completion,geometry_text,*pavement_length_(m),*avg_distance_to_streetlight_meters,*avg_distance_to_curb_ramp_meters,*construction_distance,*streetlight_count,*curb_ramp_count,k=7 clustering
2400 TRIUMPH ST,49.28388535665751,-123.05481830248657,2021.0,NANAIMO ST,XWALK NORTH OF DUNDAS ST,MCGILL ST,50.0,0,1,False,0,0,0,6,33.369771768298115,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495996.042 5459016.238, 496030.534 5459016.151)",0.9156532848244208,1.6887214296119442,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
100 SLOCAN ST,49.28320098211361,-123.04932804384546,,,,,43.842981760507534,0,0,,0,0,0,7,27.234886685476116,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496412.549 5458964.958, 496412.496 5458914.716)",-1.0566978441507719e-15,0.5055152295480795,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
200 KAMLOOPS ST,49.28230323582348,-123.05458168128244,2021.0,HASTINGS ST,NANAIMO ST,RENFREW ST,50.0,0,1,False,0,0,0,8,34.06180715686627,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496030.399 5458865.421, 496030.34 5458815.172)",0.9156532848244208,1.8221910140235889,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,0
300 KAMLOOPS ST,49.281851061941495,-123.05458148472982,2021.0,HASTINGS ST,NANAIMO ST,RENFREW ST,50.0,0,1,False,0,0,0,12,31.94661075980998,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496030.34 5458815.172, 496030.355 5458764.884)",0.9156532848244208,1.4142431131969733,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,0
400 KAMLOOPS ST,49.28047082798307,-123.05458260822545,2021.0,HASTINGS ST,NANAIMO ST,RENFREW ST,50.0,1,0,False,0,0,0,9,31.38531316141875,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496030.155 5458664.261, 496030.155 5458608.912)",0.9156532848244208,1.3059883065410078,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
200 PENTICTON ST,49.282299314772295,-123.05195538694348,2021.0,HASTINGS ST,NANAIMO ST,RENFREW ST,50.0,0,1,False,0,0,0,8,27.53151589512919,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496221.405 5458864.855, 496221.345 5458814.597)",0.9156532848244208,0.5627246988769027,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,0
300 SLOCAN ST,49.28137832031187,-123.04933034386552,2021.0,HASTINGS ST,NANAIMO ST,RENFREW ST,50.0,0,1,False,0,0,0,13,26.06365273707336,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496412.254 5458763.86, 496412.192 5458710.561)",0.9156532848244208,0.27962489081039654,-3.364136263006617e-15,0.0,0.055793991416309016,0.0,0
1600 E 56TH AV,49.21901925356397,-123.07363406362938,,,,,43.842981760507534,0,0,,0,0,0,7,24.39238655895864,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494613.024 5451806.424, 494662.723 5451805.947)",-1.0566978441507719e-15,-0.04270429338888825,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
1800 E 55TH AV,49.22033969149772,-123.06881350784312,,,,,43.842981760507534,0,0,,0,0,0,7,25.27858626228338,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494962.275 5451953.171, 495015.817 5451952.124)",-1.0566978441507719e-15,0.12821284186513676,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
1400 E 54TH AV,49.22043622306038,-123.07713132582488,2021.0,KNIGHT ST,N END OF SE MARINE DR OVERPASS BR DECK,NB STOP BAR AT 49TH AVE,50.0,0,0,False,1,0,0,12,30.845377029859417,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494358.327 5451964.34, 494408.391 5451963.586)",0.9156532848244208,1.2018533847169086,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,0
7100-7200 INVERNESS ST,49.21908800231955,-123.08007525585404,,,,,43.842981760507534,0,0,,0,0,0,8,22.880600020426183,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494162.894 5451870.692, 494165.039 5451860.61, 494165.797 5451857.254, 494166.496 5451853.886, 494167.136 5451850.505, 494167.717 5451847.115, 494168.239 5451843.714, 494168.702 5451840.305, 494169.104 5451836.888, 494169.448 5451833.465, 494169.731 5451830.037, 494169.955 5451826.604, 494170.118 5451823.167, 494170.222 5451819.728, 494170.265 5451816.288, 494170.266 5451814.982, 494169.648 5451756.875)",-1.0566978441507719e-15,-0.3342753956045275,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,4
7200 ROSS ST,49.21838054345648,-123.0830837276838,,,,,43.842981760507534,0,0,,0,0,0,12,19.658155060148665,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493950.238 5451759.621, 493949.08 5451712.165)",-1.0566978441507719e-15,-0.9557730772874331,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,4
7200 ROSS ST,49.21880137596279,-123.08306839389653,,,,,43.842981760507534,0,0,,0,0,0,9,27.61376081823659,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493951.416 5451805.73, 493950.238 5451759.621)",-1.0566978441507719e-15,0.5785868872684883,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
3300 POINT GREY ROAD,49.27163731704558,-123.17857843406968,,,,,43.842981760507534,0,0,,0,0,0,17,14.619915794703797,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487082.135 5457656.924, 486936.873 5457680.013)",-1.0566978441507719e-15,-1.9274743978177014,-3.364136263006617e-15,0.0,0.07296137339055794,0.0,4
3200 W 5TH AV,49.26761161246067,-123.17655824782908,,,,,43.842981760507534,0,0,,0,0,0,10,31.046967500953627,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487211.566 5457219.009, 487099.264 5457222.159)",-1.0566978441507719e-15,1.2407331831242727,-3.364136263006617e-15,0.0,0.04291845493562232,0.0,0
2200 WATERLOO ST,49.26618462662279,-123.17977706451316,,,,,43.842981760507534,0,0,,0,0,0,3,21.32595370105981,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486921.472 5457085.769, 486920.267 5457039.225)",-1.0566978441507719e-15,-0.6341126605487992,-3.364136263006617e-15,0.0,0.012875536480686695,0.0,4
1500 LAURIER AV,49.25084160953018,-123.1393870645338,2021.0,GRANVILLE ST,NB STOP BAR AT KING EDWARD AVE,NB STOP BAR AT 16TH AVE,50.0,1,0,False,0,0,0,11,25.421072463580742,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489882.069 5455349.937, 489830.282 5455351.281)",0.9156532848244208,0.15569347997368907,-3.364136263006617e-15,0.0,0.047210300429184546,0.0,0
3700 W 15TH AV,49.25894335234906,-123.18639447421424,,,,,43.842981760507534,0,0,,0,0,0,3,17.855793729492984,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486462.253 5456258.016, 486412.659 5456259.281)",-1.0566978441507719e-15,-1.303385962027272,-3.364136263006617e-15,0.0,0.012875536480686695,0.0,4
3700 W 15TH AV,49.25895775038364,-123.18735790902238,,,,,43.842981760507534,0,0,,0,0,0,4,13.361491394180629,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486412.659 5456259.281, 486322.057 5456261.564)",-1.0566978441507719e-15,-2.1701807456806588,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,4
5800 ORMIDALE ST,49.23125904068221,-123.02508212049284,2021.0,KINGSWAY AVE,EB STOP BAR AT TYNE ST,BOUNDARY RD,38.0,0,1,False,0,0,0,8,22.503360243001385,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (498173.111 5453218.993, 498174.767 5453110.15)",-0.8689507216108127,-0.4070318429599219,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,4
2000 W 4TH AV,49.26811186897777,-123.15156596506934,,,,,43.842981760507534,0,0,,0,0,0,35,25.251996140503618,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489061.019 5457269.941, 488886.402 5457274.565)",-1.0566978441507719e-15,0.12308453114284439,-3.364136263006617e-15,0.0,0.15021459227467812,0.0,0
1800 W 8TH AV,49.26462995314229,-123.14602315931586,2021.0,BROADWAY AVE,EB STOP BAR AT ARBUTUS ST,BURRARD ST,20.0,0,0,False,1,0,0,11,27.25621820680591,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489397.951 5456883.82, 489354.443 5456884.926)",-3.545856731263663,0.5096293389329286,-3.364136263006617e-15,0.0,0.047210300429184546,0.0,1
1900 W BROADWAY,49.263770852884406,-123.14932948237532,2021.0,BROADWAY AVE,EB STOP BAR AT ARBUTUS ST,BURRARD ST,50.0,0,0,False,0,0,1,25,18.522078346217697,0,28.491826787418614,1,0.5955247056512287,Various Locations,2027-12-02,"LINESTRING (489222.728 5456787.041, 489048.191 5456791.633)",0.9156532848244208,-1.174882806895111,-3.364136263006617e-15,-1.792410624592525,0.1072961373390558,0.0,2
1900 MCNICOLL AV,49.27624133411875,-123.14919818174772,,,,,43.842981760507534,0,0,,0,0,0,7,20.86052750077072,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489210.458 5458174.013, 489085.038 5458177.32)",-1.0566978441507719e-15,-0.7238772051848829,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,4
1700 KITCHENER ST,49.27213057348753,-123.0689007429701,,,,,43.842981760507534,0,0,,0,0,0,5,33.92542300838524,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494986.101 5457710.269, 494989.776 5457710.223)",-1.0566978441507719e-15,1.7958872499115213,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
6600 ST. GEORGE ST,49.22433140263634,-123.09411219559962,,,,,43.842981760507534,0,0,,0,0,0,7,24.548146936122013,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493147.976 5452424.108, 493146.753 5452372.667)",-1.0566978441507719e-15,-0.012663527914726802,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
500-600 E 47TH AV,49.22737848299655,-123.09105062789396,,,,,43.842981760507534,0,0,,0,0,0,18,23.21904246517188,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493345.606 5452737.531, 493395.785 5452736.184)",-1.0566978441507719e-15,-0.2690016058624579,-3.364136263006617e-15,0.0,0.07725321888412018,0.0,4
1000 E 45TH AV,49.22906657028884,-123.0829552087688,,,,,43.842981760507534,0,0,,0,0,0,4,25.802832521977557,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493941.493 5452924.007, 493971.94 5452923.357, 493979.018 5452925.691)",-1.0566978441507719e-15,0.2293217324892317,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,0
1300 E 45TH AV,49.22902363754365,-123.07821043478506,2021.0,KNIGHT ST,NB STOP BAR AT 49TH AVE,41ST AVE,50.0,0,0,False,0,0,1,4,22.55681486391214,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494281.142 5452919.248, 494330.39 5452918.158)",0.9156532848244208,-0.39672230365644456,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,4
3000 KINGS AV,49.242545663698735,-123.04034183903823,,,,,43.842981760507534,0,0,,0,0,0,5,28.122405325189312,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497029.93 5454440.99, 497097.371 5454398.578)",-1.0566978441507719e-15,0.6766867418101895,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
2200 E 54TH AV,49.22025243367301,-123.0603493031302,,,,,43.842981760507534,0,0,,0,0,0,7,23.004850900002815,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495583.096 5451942.753, 495627.696 5451942.089)",-1.0566978441507719e-15,-0.31031171754149295,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,4
6900 GLADSTONE ST,49.22075526456902,-123.06259037615108,,,,,43.842981760507534,0,0,,0,0,0,15,33.29573847970938,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495443.188 5452052.028, 495441.309 5451944.878)",-1.0566978441507719e-15,1.6744429802381187,-3.364136263006617e-15,0.0,0.06437768240343347,0.0,0
2200 E 52ND AV,49.222180597371974,-123.06094184608438,,,,,43.842981760507534,0,0,,0,0,0,10,23.056309766737535,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495494.781 5452158.073, 495630.059 5452155.545)",-1.0566978441507719e-15,-0.3003870898839569,-3.364136263006617e-15,0.0,0.04291845493562232,0.0,4
6800 VICTORIA DRIVE,49.22153387599616,-123.06583705934771,,,,,43.842981760507534,0,0,,0,0,0,13,23.444078953010106,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495206.477 5452114.764, 495205.332 5452055.659)",-1.0566978441507719e-15,-0.22559988536465456,-3.364136263006617e-15,0.0,0.055793991416309016,0.0,4
6800 VICTORIA DRIVE,49.222017770799255,-123.06582347470636,,,,,43.842981760507534,0,0,,0,0,0,13,27.61164602073175,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495207.404 5452163.246, 495206.477 5452114.764)",-1.0566978441507719e-15,0.5781790163001127,-3.364136263006617e-15,0.0,0.055793991416309016,0.0,0
1800-1900 UPLAND DRIVE,49.21804182841065,-123.06775568699668,,,,,43.842981760507534,0,0,,0,0,0,12,30.70735995709607,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494985.831 5451681.633, 494985.998 5451681.718, 495007.881 5451690.117, 495030.521 5451696.184, 495053.671 5451699.85, 495077.078 5451701.076, 495079.172 5451700.966, 495146.686 5451700.392)",-1.0566978441507719e-15,1.175234686240304,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,0
3400 W 11TH AV,49.262482316632784,-123.18128068512662,,,,,43.842981760507534,0,0,,0,0,0,5,22.490062348369772,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486856.628 5456649.968, 486764.355 5456652.375)",-1.0566978441507719e-15,-0.40959654485140096,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
3600 W 11TH AV,49.262539389695704,-123.18487896126123,2021.0,10TH AVE,EB STOP BAR AT DISCOVERY ST,ALMA ST,43.0,0,1,False,0,0,0,14,22.558203699156,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486623.514 5456656.187, 486473.898 5456660.114)",-0.1253657189294654,-0.3964544455875132,-3.364136263006617e-15,0.0,0.060085836909871244,0.0,4
2700 ALMA ST,49.26210313677496,-123.1859235885236,2021.0,10TH AVE,EB STOP BAR AT DISCOVERY ST,ALMA ST,43.0,0,1,False,0,0,0,19,19.998090369158373,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486473.898 5456660.114, 486471.267 5456559.562)",-0.1253657189294654,-0.8902113658925237,-3.364136263006617e-15,0.0,0.0815450643776824,0.0,4
1500 W 45TH AV,49.230621176045176,-123.14018491327484,2021.0,GRANVILLE ST,49TH AVE,41ST AVE,50.0,0,0,False,1,0,0,14,22.853388764929058,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489827.99 5453101.944, 489759.903 5453103.683)",0.9156532848244208,-0.33952350144205534,-3.364136263006617e-15,0.0,0.060085836909871244,0.0,4
6300-6400 ADERA ST,49.228183526069984,-123.14354177062438,,,,,43.842981760507534,0,0,,0,0,0,5,11.936708715001345,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489550.847 5452902.204, 489547.231 5452762.354)",-1.0566978441507719e-15,-2.4449718260333935,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
6300-6400 CHURCHILL ST,49.22813183781628,-123.14164461409187,,,,,43.842981760507534,0,0,,0,0,0,3,6.136695391839755,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489688.913 5452898.645, 489685.399 5452753.9)",-1.0566978441507719e-15,-3.563592897458755,-3.364136263006617e-15,0.0,0.012875536480686695,0.0,4
6200 GRANVILLE ST,49.22922875099279,-123.13976560382378,2021.0,GRANVILLE ST,49TH AVE,41ST AVE,50.0,0,0,False,1,0,0,20,18.671761062107446,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (489825.486 5453000.677, 489822.89 5452895.246)",0.9156532848244208,-1.1460142111362344,-3.364136263006617e-15,0.0,0.08583690987124463,0.0,4
1200 W 52ND AV,49.22400300884763,-123.13463820996016,,,,,43.842981760507534,0,0,,0,0,0,3,18.183265204885053,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490236.211 5452365.401, 490156.71 5452367.281)",-1.0566978441507719e-15,-1.2402280911304098,-3.364136263006617e-15,0.0,0.012875536480686695,0.0,4
1200 W 52ND AV,49.223990405790296,-123.13374509812732,,,,,43.842981760507534,0,0,,0,0,0,4,24.48170326781066,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490286.767 5452364.248, 490236.211 5452365.401)",-1.0566978441507719e-15,-0.025478203208500735,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,0
1100 W 50TH AV,49.22574550709935,-123.13264103856616,,,,,43.842981760507534,0,0,,0,0,0,6,15.485044168472983,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490392.717 5452558.599, 490291.727 5452560.995)",-1.0566978441507719e-15,-1.7606211899946118,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,4
1300 CHARLES ST,49.27312895250469,-123.07699558852366,2021.0,CLARK DR,1ST AVE,VENABLES ST,50.0,0,1,False,0,0,0,8,24.755924444131995,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494376.403 5457822.642, 494422.01 5457820.967)",0.9156532848244208,0.027409534969467374,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,0
1500 CLARK DRIVE,49.270801667048865,-123.07733288267218,2021.0,CLARK DR,1ST AVE,VENABLES ST,50.0,0,0,False,0,0,1,9,22.355519849483027,0,28.491826787418614,1,99.3178283834442,Project is located between Clark Drive and Terminal Avenue along East 1st Avenue,2025-06-25,"LINESTRING (494374.545 5457589.231, 494374.268 5457536.977)",0.9156532848244208,-0.43554511873758944,-3.364136263006617e-15,6.1803387916744175,0.03862660944206009,0.0,3
1700-1800 E KENT AV NORTH,49.208480473618465,-123.06957385046204,,,,,43.842981760507534,0,0,,0,0,0,16,18.72545189756976,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494804.843 5450689.765, 495060.092 5450578.87)",-1.0566978441507719e-15,-1.135659114252106,-3.364136263006617e-15,0.0,0.06866952789699571,0.0,4
3200 E 50TH AV,49.22368243904088,-123.0381314337769,,,,,43.842981760507534,0,0,,0,0,0,7,22.659110890617317,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497168.896 5452323.434, 497278.067 5452321.927)",-1.0566978441507719e-15,-0.37699295397744675,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,4
6500 MCKINNON ST,49.22424139713765,-123.03885034901032,,,,,43.842981760507534,0,0,,0,0,0,5,27.98445035305747,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497171.327 5452389.456, 497171.005 5452380.236)",-1.0566978441507719e-15,0.6500800203879601,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
6300-6400 BROOKS ST,49.22492962929475,-123.03517270610465,,,,,43.842981760507534,0,0,,0,0,0,8,21.104255332679305,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497439.809 5452487.416, 497438.159 5452435.035)",-1.0566978441507719e-15,-0.6768705737730177,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,4
6300 DOMAN ST,49.226311143792046,-123.03655081521646,,,,,43.842981760507534,0,0,,0,0,0,4,20.029079613340336,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497339.094 5452627.301, 497338.335 5452602.41)",-1.0566978441507719e-15,-0.8842346172890232,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,4
6400 MCKINNON ST,49.22529577314331,-123.0387952027214,,,,,43.842981760507534,0,0,,0,0,0,9,29.069868034326923,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497175.973 5452522.196, 497174.51 5452481.921)",-1.0566978441507719e-15,0.8594193825437394,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
3200 E 47TH AV,49.226421693251424,-123.03618493945068,,,,,43.842981760507534,0,0,,0,0,0,9,29.10743744428161,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497339.094 5452627.301, 497391.626 5452626.964)",-1.0566978441507719e-15,0.8666652165228627,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
2300 LAUREL ST,49.26490772018357,-123.1241339009606,,,,,43.842981760507534,0,0,,0,0,0,8,23.372829478072937,0,28.491826787418614,1,46.03720542761133,Various Locations,2027-12-02,"LINESTRING (490969.382 5456935.706, 490968.185 5456889.109)",-1.0566978441507719e-15,-0.23934143379773037,-3.364136263006617e-15,1.877430130265108,0.034334763948497854,0.0,3
700 W BROADWAY,49.26331437596385,-123.12084723379571,2021.0,BROADWAY AVE,EB STOP BAR AT OAK ST,CAMBIE ST,50.0,1,0,False,0,0,0,31,19.40773637570855,0,28.491826787418614,1,0.5953341569261711,Various Locations,2027-12-02,"LINESTRING (491278.578 5456733.01, 491136.658 5456736.766)",0.9156532848244208,-1.0040701417053193,-3.364136263006617e-15,-1.7924260131843617,0.13304721030042918,0.0,2
2400 HEATHER ST,49.26399383290803,-123.11984554800372,2021.0,BROADWAY AVE,EB STOP BAR AT OAK ST,CAMBIE ST,50.0,0,0,False,1,0,0,10,30.143944595936453,0,28.491826787418614,1,52.73183874575236,Various Locations,2027-12-02,"LINESTRING (491281.207 5456834.296, 491280.026 5456786.318)",0.9156532848244208,1.066571436719641,-3.364136263006617e-15,2.418084388633437,0.04291845493562232,0.0,3
6500 MONTGOMERY ST,49.22643366846819,-123.13192318887228,,,,,43.842981760507534,0,0,,0,0,0,5,21.273085764290677,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490395.311 5452663.64, 490393.935 5452608.776)",-1.0566978441507719e-15,-0.6443090488633865,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
6300 MONTGOMERY ST,49.22783838891997,-123.13202670322688,,,,,43.842981760507534,0,0,,0,0,0,7,29.10598596543652,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490385.83 5452818.178, 490385.763 5452816.669, 490385.676 5452813.897, 490385.638 5452811.123, 490385.649 5452808.35, 490385.708 5452805.577, 490385.815 5452802.806, 490385.971 5452800.037, 490386.175 5452797.271, 490386.427 5452794.509, 490386.727 5452791.752, 490387.076 5452789.001, 490387.472 5452786.256, 490387.917 5452783.519, 490388.409 5452780.789, 490388.949 5452778.069, 490389.536 5452775.358, 490390.17 5452772.659, 490390.851 5452769.97, 490391.579 5452767.294)",-1.0566978441507719e-15,0.8663852766795587,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
1300 W 47TH AV,49.22867050042144,-123.1362023705496,,,,,43.842981760507534,0,0,,0,0,0,13,26.034652888646676,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490169.595 5452880.654, 489997.409 5452890.203)",-1.0566978441507719e-15,0.2740318275343712,-3.364136263006617e-15,0.0,0.055793991416309016,0.0,0
6700 SELKIRK ST,49.22442804552249,-123.13338212173625,,,,,43.842981760507534,0,0,,0,0,0,7,19.435561046827655,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490289.242 5452462.612, 490286.767 5452364.248)",-1.0566978441507719e-15,-0.9987037293050205,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,4
6600 SELKIRK ST,49.22508967004536,-123.13335870089897,,,,,43.842981760507534,0,0,,0,0,0,6,22.70168278796879,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490290.437 5452511.347, 490289.242 5452462.612)",-1.0566978441507719e-15,-0.36878231397120015,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,4
6700 HUDSON ST,49.2242341812028,-123.13517596292742,,,,,43.842981760507534,0,0,,0,0,0,5,27.43233501852647,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490157.991 5452416.939, 490156.71 5452367.281)",-1.0566978441507719e-15,0.5435961534290511,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
6500 HUDSON ST,49.226020986553216,-123.13511155495016,,,,,43.842981760507534,0,0,,0,0,0,4,19.41699291839595,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490163.085 5452617.447, 490161.705 5452564.033)",-1.0566978441507719e-15,-1.0022848762030268,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,4
